id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
22862447,e04d1e97-bd14-43bd-b60b-aa8661fa6800,Sun Apr 21 2019 20:21:38 GMT-0400 (EDT),2019-04-21,2019-04-22 00:21:38 UTC,Eastern Time (US & Canada),1589799,2019-04-22 02:58:47 UTC,2022-03-27 11:33:10 UTC,research,,https://www.inaturalist.org/observations/22862447,https://static.inaturalist.org/photos/35437537/medium.jpg,"",Multiple small mouths here. ,1,0,false,3,"44805, Ashland, OH, US",40.864625,-82.2622916667,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22864728,bc409c5d-8fd1-4f52-989c-1ea29f39e664,Sun Apr 21 2019 14:13:10 GMT-0500 (CDT),2019-04-21,2019-04-21 14:13:10 UTC,UTC,1511333,2019-04-22 03:57:39 UTC,2020-05-04 21:32:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22864728,https://inaturalist-open-data.s3.amazonaws.com/photos/35441325/medium.jpg,"",,2,0,false,3,"122 Franklin St, Urbana, IL, US",40.1206843866,-88.2098824357,71,,,,71,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22864770,33ba0dfb-7ef7-41aa-8121-5780f2822edd,Sun Apr 21 2019 14:17:03 GMT-0500 (CDT),2019-04-21,2019-04-21 14:17:03 UTC,UTC,1511333,2019-04-22 03:59:01 UTC,2020-05-04 21:32:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22864770,https://inaturalist-open-data.s3.amazonaws.com/photos/35441412/medium.jpg,"",,2,0,false,3,"121 Franklin St, Urbana, IL, US",40.1204451416,-88.2101001215,94,,,,94,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22878289,69e161cd-70b5-4ae1-a526-59f3bec76fa9,2018/04/26 8:21 AM EDT,2018-04-26,2018-04-26 12:21:00 UTC,Eastern Time (US & Canada),1620440,2019-04-22 13:03:23 UTC,2024-02-21 18:01:51 UTC,research,,https://www.inaturalist.org/observations/22878289,https://static.inaturalist.org/photos/35460417/medium.jpg,"",,2,0,false,,"Clinton, OH, USA",40.9144822364,-81.6345981254,8,,,,8,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22910316,8b82d7a6-1dd5-4cb6-9a8f-24fb2dc75f3b,Sun Apr 21 2019 14:26:10 GMT-0500 (CDT),2019-04-21,2019-04-21 14:26:10 UTC,UTC,1511333,2019-04-22 22:15:56 UTC,2025-07-11 14:02:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22910316,https://inaturalist-open-data.s3.amazonaws.com/photos/35510653/medium.jpg,"",,2,0,false,3,"Urbana Golf & Country Club, Urbana, IL, US",40.1283492742,-88.2082259762,82,,,,82,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22923278,6120b085-2ad9-4eda-82ac-2d549a5d602a,Mon Apr 22 2019 15:03:06 GMT-0500 (CDT),2019-04-22,2019-04-22 20:03:06 UTC,Central Time (US & Canada),18536,2019-04-23 02:48:45 UTC,2022-11-23 00:50:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22923278,https://inaturalist-open-data.s3.amazonaws.com/photos/35532071/medium.jpg,"",,1,0,false,3,"Texas, US",33.413161602,-96.0032335596,61,,,,28957,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22978279,d3e78218-6a04-441c-9c86-0ad5c4b8dc1e,Sun Apr 21 2019 14:26:02 GMT-0500 (CDT),2019-04-21,2019-04-21 14:26:02 UTC,UTC,1572057,2019-04-24 02:31:20 UTC,2025-07-11 14:10:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22978279,https://inaturalist-open-data.s3.amazonaws.com/photos/35620315/medium.jpg,"",,2,0,false,3,"Melrose Blvd, Urbana, IL, US",40.1287416667,-88.22097,1414,,,,1414,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22978389,4bad14d3-3a1e-4b2d-b313-e837ea0128bc,Sun Apr 21 2019 14:17:37 GMT-0500 (CDT),2019-04-21,2019-04-21 14:17:37 UTC,UTC,1572057,2019-04-24 02:34:02 UTC,2020-05-04 18:28:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22978389,https://inaturalist-open-data.s3.amazonaws.com/photos/35620584/medium.jpg,"",,4,0,false,3,"Melrose Blvd, Urbana, IL, US",40.1288138333,-88.2215583333,1685,,,,1685,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
22982294,c4f1fd4e-1b54-461c-aaf7-9522e20c0d42,Tue Apr 23 2019 23:13:55 GMT-0500 (CDT),2019-04-23,2019-04-24 04:13:55 UTC,Central Time (US & Canada),1499999,2019-04-24 04:14:30 UTC,2019-05-13 23:18:30 UTC,research,,https://www.inaturalist.org/observations/22982294,https://static.inaturalist.org/photos/35627066/medium.jpg,"",,1,0,false,3,"Texas, US",31.4156123695,-94.7290801194,5,,,,29226,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
23067567,5026aa16-c1fb-4351-b31a-12647de57dac,Thu Apr 25 2019 14:36:27 GMT-0500 (CDT),2019-04-25,2019-04-25 14:36:27 UTC,UTC,1664829,2019-04-25 19:42:21 UTC,2019-04-25 19:59:01 UTC,research,,https://www.inaturalist.org/observations/23067567,https://static.inaturalist.org/photos/35761233/medium.jpg,"",,1,0,false,3,"2802 Black Waxy Rd, Taylor, TX, US",30.5332924426,-97.412070958,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
23293021,ef5e70c7-7c3f-45bb-a35e-4db49f6f0974,2019-04-26 9:54:42 PM CDT,2019-04-26,2019-04-27 02:54:42 UTC,Central Time (US & Canada),6690,2019-04-27 03:09:05 UTC,2024-09-23 16:19:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/23293021,https://inaturalist-open-data.s3.amazonaws.com/photos/36091181/medium.jpeg,"",juvenile,1,0,false,2,"Park Rd 11, Gonzales, TX 78629, USA",29.58884149,-97.58343045,9,,,,9,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24104025,7f11c12f-6b50-4126-8ff5-7fc69b1c9c28,2017/02/18 2:38 PM CST,2017-02-18,2017-02-18 20:38:00 UTC,Central Time (US & Canada),22614,2019-04-30 01:55:11 UTC,2019-05-02 06:07:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24104025,https://inaturalist-open-data.s3.amazonaws.com/photos/37276243/medium.jpg,"",,1,0,false,,"Pulaski County, US-AR, US",34.7331448384,-92.291106066,,,,,28790,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24185448,a58a013d-b85b-4a4b-aba2-eecabbbeeab9,2019/04/29 7:08 PM EDT,2019-04-29,2019-04-29 23:08:00 UTC,Eastern Time (US & Canada),1230674,2019-04-30 15:03:03 UTC,2019-07-14 02:54:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24185448,https://inaturalist-open-data.s3.amazonaws.com/photos/37400346/medium.jpeg,"",,2,0,false,,"Indiana, US",38.6003618541,-85.8878656584,146,,,,28210,obscured,open,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24321871,9ef601f2-c3d8-4621-970c-f8b174ce55f7,2019/04/02 3:30 PM UTC,2019-04-02,,UTC,1709326,2019-05-01 22:14:38 UTC,2020-04-05 14:18:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24321871,https://inaturalist-open-data.s3.amazonaws.com/photos/37606572/medium.jpeg,"","65 and sunny, within the forest near small body of water, just 1",2,0,false,,"Vermilion, Illinois, United States",40.2374527778,-87.7872472222,65,,,,65,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24646276,a9d7e87b-d8fe-47b4-b96b-1e5f31b4bb4a,Tue Mar 12 2019 21:59:24 GMT-0400 (EDT),2019-03-12,2019-03-13 01:59:24 UTC,Eastern Time (US & Canada),1721586,2019-05-06 03:37:21 UTC,2022-10-13 20:11:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24646276,https://inaturalist-open-data.s3.amazonaws.com/photos/38110012/medium.jpg,"",,2,0,false,3,"72704, Fayetteville, AR, US",36.0654361667,-94.23288,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24687668,77f355d5-e7c2-4f52-a37e-32b316e8f8c3,2019-05-06 1:36:24 PM EDT,2019-05-06,2019-05-06 17:36:24 UTC,Eastern Time (US & Canada),456424,2019-05-06 20:32:49 UTC,2019-06-09 03:25:07 UTC,research,,https://www.inaturalist.org/observations/24687668,https://static.inaturalist.org/photos/38176548/medium.jpeg,"",,4,0,false,2,"Hebble Creek Rd, Wright-Patterson AFB, OH 45433, USA",39.79814252,-84.07513351,9,,,,9,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24817349,1b4f79e7-953a-419b-bff5-64b6eb70f7ca,2016/03/13 2:12 PM CDT,2016-03-13,2016-03-13 19:12:00 UTC,Central Time (US & Canada),22614,2019-05-09 02:08:56 UTC,2022-03-27 11:33:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24817349,https://inaturalist-open-data.s3.amazonaws.com/photos/38382392/medium.jpg,"",,2,0,false,,United States,33.6155235749,-94.2768164683,,,,,28930,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24821842,8e50ba5c-575d-4203-92ec-d59b0d065446,2019-05-08 10:37:58 PM CDT,2019-05-08,2019-05-09 08:37:58 UTC,Hawaii,1220380,2019-05-09 04:03:59 UTC,2019-10-19 18:40:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24821842,https://inaturalist-open-data.s3.amazonaws.com/photos/38390887/medium.jpeg,"",,2,0,false,2,"Arkansas, US",35.0046141472,-91.0999461267,,,,,28734,obscured,,true,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24867976,08cc68c9-e732-443b-9a72-ee09e5750fad,2019-05-08 11:11:00 PM CDT,2019-05-08,2019-05-08 23:11:00 UTC,UTC,1417758,2019-05-10 02:10:35 UTC,2019-05-15 01:50:06 UTC,research,,https://www.inaturalist.org/observations/24867976,https://static.inaturalist.org/photos/38464182/medium.jpeg,"",,1,0,false,2,"Cache Township, AR, USA",35.1022224426,-91.239440918,,,,,,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24869304,3dbeeaf9-4395-4aaf-babf-d7b061e8ba94,Thu May 09 2019 21:45:33 GMT-0500 (CDT),2019-05-09,2019-05-10 02:45:33 UTC,Central Time (US & Canada),130941,2019-05-10 02:47:09 UTC,2019-06-11 08:54:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24869304,https://inaturalist-open-data.s3.amazonaws.com/photos/38466640/medium.jpg,"",,1,0,false,3,"200 Kellington Dr N, Houston, TX, US",30.0597810789,-95.253209564,128,,,,128,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24899024,8c4e6be6-e540-4289-9c79-90f738ad5071,Fri May 10 2019 16:05:07 GMT-0500 (CDT),2019-05-10,2019-05-10 16:05:07 UTC,UTC,764654,2019-05-10 21:08:03 UTC,2023-10-06 02:36:44 UTC,research,,https://www.inaturalist.org/observations/24899024,https://static.inaturalist.org/photos/38515462/medium.jpg,"",,2,0,false,3,"5281 Elk Rd, Waco, TX, US",31.5984428241,-97.0133664522,715,,,,715,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24921151,dc4a2d10-2d9a-402c-94ab-bed3e739209c,Fri May 10 2019 13:35:08 GMT-0400 (EDT),2019-05-10,2019-05-10 17:35:08 UTC,Eastern Time (US & Canada),760076,2019-05-11 06:48:47 UTC,2021-09-23 12:41:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24921151,https://inaturalist-open-data.s3.amazonaws.com/photos/38553036/medium.jpg,"",,2,0,false,3,"Ohio, US",40.6009503426,-84.5364951514,7,,,,27908,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24960368,9ecb2f07-f241-44e1-b477-f2b635d9ab89,2015/05/15 4:10 PM CDT,2015-05-15,2015-05-15 21:10:00 UTC,Central Time (US & Canada),22614,2019-05-11 21:55:04 UTC,2019-05-12 13:20:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24960368,https://inaturalist-open-data.s3.amazonaws.com/photos/38613911/medium.jpg,"",,1,0,false,,"Arkansas, US",33.8788260557,-93.3541439943,,,,,28902,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
24960573,75b496f2-5c37-4661-bcef-f38eec52a0d5,2015/05/10 11:12 PM CDT,2015-05-10,2015-05-11 04:12:00 UTC,Central Time (US & Canada),22614,2019-05-11 21:58:39 UTC,2019-05-13 23:17:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24960573,https://inaturalist-open-data.s3.amazonaws.com/photos/38614504/medium.jpg,"",,1,0,false,,"Arkansas, US",35.3870098689,-93.7906859212,,,,,28706,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25034803,3e9d298e-2acd-4a64-b8dc-c1dca09078d5,Sun May 12 2019 19:33:39 GMT-0500 (CDT),2019-05-12,2019-05-12 19:33:39 UTC,UTC,494192,2019-05-13 00:36:56 UTC,2019-05-13 13:30:25 UTC,research,,https://www.inaturalist.org/observations/25034803,https://static.inaturalist.org/photos/38737952/medium.jpg,"",,1,0,false,3,"Montgomery County, US-TX, US",30.2414878593,-95.584584599,24,,,,24,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25086690,340b7c0c-ed76-40eb-a434-656cb46ea0ad,2015/04/17 4:43 PM CDT,2015-04-17,2015-04-17 21:43:00 UTC,Central Time (US & Canada),22614,2019-05-14 00:58:24 UTC,2019-05-14 16:14:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25086690,https://inaturalist-open-data.s3.amazonaws.com/photos/38823464/medium.jpg,"",ID for salamander.,1,0,false,,"Arkansas, US",35.2979404682,-91.4406773137,,,,,28706,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25086694,869b192b-33be-406a-82e3-17fbcb27d655,2015/04/17 2:22 PM CDT,2015-04-17,2015-04-17 19:22:00 UTC,Central Time (US & Canada),22614,2019-05-14 00:58:27 UTC,2019-05-14 10:51:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25086694,https://inaturalist-open-data.s3.amazonaws.com/photos/38823723/medium.jpg,"",,1,0,false,,"Arkansas, US",35.203368725,-91.4590434247,,,,,28706,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25179808,506577cc-27f6-4d31-89c6-0f0836aaab89,2019-05-15 3:50:44 PM CDT,2019-05-15,2019-05-15 15:50:44 UTC,UTC,1451099,2019-05-15 20:57:21 UTC,2020-05-04 18:25:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25179808,https://inaturalist-open-data.s3.amazonaws.com/photos/38976295/medium.jpeg,"",,2,0,false,2,"910 N Broadway Ave, Urbana, IL 61801, USA",40.1216915,-88.207312,2299,,,,2299,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25199591,42aa44a8-30dd-4051-a0c0-33ff82991a08,2019/05/03 11:22 PM CDT,2019-05-03,2019-05-04 04:22:00 UTC,Central Time (US & Canada),9627,2019-05-16 04:22:10 UTC,2023-10-15 19:19:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25199591,https://inaturalist-open-data.s3.amazonaws.com/photos/39008866/medium.jpg,"","",2,0,false,,"Texas, US",34.1993674924,-98.3985617998,10244,,,,28874,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25243638,fb15c675-fed5-4a78-857a-41dc65e9b223,Tue Apr 09 2019 07:36:17 GMT-0500 (CDT),2019-04-09,2019-04-09 11:36:17 UTC,Eastern Time (US & Canada),442275,2019-05-17 01:15:43 UTC,2023-03-14 17:58:41 UTC,research,,https://www.inaturalist.org/observations/25243638,https://static.inaturalist.org/photos/39078950/medium.jpg,"",,2,0,false,3,"Cypress Creek National Wildlife Refuge, Ullin, IL, US",37.2929706327,-89.1454016354,5199,,,,5199,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25359987,75623d4f-a592-4779-ab39-f140193e8771,2015/03/13 5:40 AM CDT,2015-03-13,2015-03-13 10:40:00 UTC,Central Time (US & Canada),22614,2019-05-19 02:41:39 UTC,2019-11-15 17:39:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25359987,https://inaturalist-open-data.s3.amazonaws.com/photos/39267724/medium.jpg,"",,1,0,false,,"Arkansas, US",35.057367192,-91.3364326555,,,,,28734,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25363052,98d181a5-d5a3-4538-98cc-739e83b372ea,2019-05-14,2019-05-14,,Central Time (US & Canada),1639,2019-05-19 03:59:12 UTC,2020-05-04 18:25:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25363052,https://static.inaturalist.org/photos/39273329/medium.jpg,"",Two Smallmouthed Salamanders I found yesterday.,3,0,false,,"111 Illini Court, Vienna, Illinois",37.419506,-88.907251,,,,,,,,false,,"",Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25394082,c431f2d4-b823-4831-bc07-29bd6ea647be,2016/04/30 10:36 AM UTC,2016-04-30,,UTC,1765536,2019-05-19 17:58:34 UTC,2019-05-19 23:39:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25394082,https://inaturalist-open-data.s3.amazonaws.com/photos/39322859/medium.jpeg,"",,3,1,false,,"Missouri, US",36.907561198,-90.0846273649,,,,,28476,obscured,obscured,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25414727,5dc3a658-8595-469e-8711-a9e26b893fa1,2007/04/28 10:56 AM UTC,2007-04-28,2007-04-28 14:56:00 UTC,Eastern Time (US & Canada),1765572,2019-05-19 23:47:24 UTC,2021-05-06 14:57:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25414727,https://inaturalist-open-data.s3.amazonaws.com/photos/39357710/medium.jpeg,"",,2,0,false,,"Missouri, US",37.1955008604,-90.0585970713,4632,,,,28447,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25438268,3d4967c1-8473-4f58-95a4-f68507d9761c,2012/03/01 11:46 AM EST,2012-03-01,2012-03-01 16:46:00 UTC,Eastern Time (US & Canada),8669,2019-05-20 12:38:38 UTC,2019-05-21 13:17:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/25438268,https://inaturalist-open-data.s3.amazonaws.com/photos/39399394/medium.jpeg,"",,3,0,false,,"Clinton, OH, USA",40.9267224,-81.6304022,2385,,,,2385,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25444975,821bf101-ff1c-4d8c-8c11-a7a64f08dcee,Mon May 20 2019 06:54:05 GMT-0500 (CDT),2019-05-20,2019-05-20 10:54:05 UTC,Eastern Time (US & Canada),442275,2019-05-20 15:07:32 UTC,2020-05-04 18:25:26 UTC,research,,https://www.inaturalist.org/observations/25444975,https://static.inaturalist.org/photos/39410784/medium.jpg,"",,2,0,false,3,"Cypress Creek National Wildlife Refuge, Cypress, IL, US",37.3640116667,-89.0626221667,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25452858,75729ebc-6cc0-4e5d-a1a1-6cd3fbe0a37e,Mon May 20 2019 13:23:00 GMT-0400 (EDT),2019-05-20,2019-05-20 17:23:00 UTC,Eastern Time (US & Canada),578910,2019-05-20 17:32:10 UTC,2019-05-21 02:31:09 UTC,research,,https://www.inaturalist.org/observations/25452858,https://static.inaturalist.org/photos/39423318/medium.jpg,"",,6,1,false,3,"8518 Hughes Rd, North Salem, IN, US",39.8333752797,-86.6814551372,8,,,,8,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25453324,f3729e28-a141-40b9-8494-e19246e96af5,Mon May 20 2019 13:37:57 GMT-0400 (EDT),2019-05-20,2019-05-20 17:37:57 UTC,Eastern Time (US & Canada),578910,2019-05-20 17:41:45 UTC,2019-05-24 22:18:31 UTC,research,,https://www.inaturalist.org/observations/25453324,https://static.inaturalist.org/photos/39425647/medium.jpg,"",,2,0,false,3,"8518 Hughes Rd, North Salem, IN, US",39.8330301958,-86.6818698424,24,,,,24,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25537115,2cfe4cc4-18ea-407d-bca1-55ed3825b2fc,Tue May 21 2019 19:10:25 GMT-0500 (CDT),2019-05-21,2019-05-21 19:10:25 UTC,UTC,1768755,2019-05-22 01:35:08 UTC,2019-11-05 05:59:45 UTC,research,,https://www.inaturalist.org/observations/25537115,https://static.inaturalist.org/photos/39567781/medium.jpg,"",,1,0,false,3,"218 Myette St, Jonesboro, AR, US",35.8510287573,-90.7638556605,22,,,,22,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25693517,33aceb58-bcf4-4ec7-b040-b35136e97707,Thu Mar 14 2019 16:34:34 GMT-0500 (CDT),2019-03-14,2019-03-14 16:34:34 UTC,UTC,1786168,2019-05-24 20:36:13 UTC,2019-05-24 23:16:01 UTC,research,,https://www.inaturalist.org/observations/25693517,https://static.inaturalist.org/photos/39823448/medium.jpg,"",,2,0,false,3,"3301 E Edwards Rd, Ashland, MO, US",38.7914083333,-92.2943333333,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
25830542,567463d3-2c7e-49f4-b53a-006ec2bdd8a2,2014/04/13 9:41 PM CDT,2014-04-13,2014-04-14 02:41:00 UTC,Central Time (US & Canada),22614,2019-05-26 20:34:35 UTC,2019-05-26 21:40:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25830542,https://inaturalist-open-data.s3.amazonaws.com/photos/40048427/medium.jpg,"",,2,0,false,,"Logan County, AR, USA",35.35404,-93.704795,,,,,,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26088159,7fb81924-a850-4995-a73d-4bb84de139e7,2019-05-28 3:21:06 PM CDT,2019-05-28,2019-05-28 15:21:06 UTC,UTC,1809308,2019-05-31 00:18:52 UTC,2025-07-23 23:34:28 UTC,research,,https://www.inaturalist.org/observations/26088159,https://static.inaturalist.org/photos/40477435/medium.jpeg,"",Don't know what type salamander he is ik he stays in water alot,2,0,false,2,"Ardmore, OK 73401, USA",34.1594543457,-97.1346130371,,,,,,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26223234,b5a0d031-ae9d-470e-b3c0-6625d7fbf3bd,2013/03/10 12:41 AM CST,2013-03-11,2013-03-11 05:41:00 UTC,Central Time (US & Canada),22614,2019-06-02 02:10:52 UTC,2019-06-02 13:19:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26223234,https://inaturalist-open-data.s3.amazonaws.com/photos/40699585/medium.jpg,"",,1,0,false,,United States,36.2788225097,-94.3234615696,25,,,,28563,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26223235,07dce028-97d7-497f-9a46-8158ec20f226,2013/03/10 12:23 AM CST,2013-03-11,2013-03-11 05:23:00 UTC,Central Time (US & Canada),22614,2019-06-02 02:10:53 UTC,2019-06-02 13:18:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26223235,https://inaturalist-open-data.s3.amazonaws.com/photos/40699595/medium.jpg,"",,1,0,false,,United States,36.2055322899,-94.203248044,260,,,,28563,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26248298,b745de55-327e-404b-8685-5f431f26283b,Sat Jun 01 2019 08:24:59 GMT-0500 (CDT),2019-06-01,2019-06-01 15:24:59 UTC,Pacific Time (US & Canada),170619,2019-06-02 14:03:11 UTC,2023-05-30 19:01:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26248298,https://inaturalist-open-data.s3.amazonaws.com/photos/40741935/medium.jpg,"",,3,1,false,3,"66046, Lawrence, KS, US",38.9209333333,-95.24613,3,,,,3,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26278937,bda75f00-3c64-4bc7-8697-3b12054540cb,Mon May 27 2019 00:50:10 GMT-0500 (CDT),2019-05-27,2019-05-27 00:50:10 UTC,UTC,1716423,2019-06-02 21:04:23 UTC,2019-06-03 01:39:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26278937,https://inaturalist-open-data.s3.amazonaws.com/photos/40791721/medium.jpg,"",,2,0,false,3,"5000–5428 Rebsamen Park Rd, Little Rock, AR, US",34.7841116667,-92.3357383333,10,,,,10,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26420408,5f5fa6ae-bda4-4788-a9a2-02bf6b1472ba,Tue Jun 04 2019 15:39:30 GMT-0500 (CDT),2019-06-04,2019-06-04 15:39:30 UTC,UTC,1724749,2019-06-05 02:12:21 UTC,2021-07-21 20:28:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26420408,https://inaturalist-open-data.s3.amazonaws.com/photos/41023971/medium.jpg,"",Very small juvenile dude. Found under a log in a flood plain,2,0,false,3,"Alabama, US",34.7369477797,-86.5403171427,7,,,,28790,,obscured,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
26424955,18e4ea71-ad1f-4d06-b0f8-7e8eed12d7e4,Tue Jun 04 2019 15:35:05 GMT-0500 (CDT),2019-06-04,2019-06-04 15:35:05 UTC,UTC,1724748,2019-06-05 04:06:05 UTC,2021-07-21 20:33:49 UTC,research,,https://www.inaturalist.org/observations/26424955,https://static.inaturalist.org/photos/41032093/medium.jpg,"",,3,0,false,3,"Alabama, US",34.7916020829,-86.509400824,10,,,,28790,,obscured,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
